,Unnamed: 0,date,retweets,favorites,text,location,language,sescore
1829,1830,12/22/2016 12:23,2,2,Grain prices under pressure. China concerns? Not good for fertilizer stocks. ,,en,1
1830,1831,12/22/2016 12:00,1,0,Popular: ,,in,1
1831,1832,12/22/2016 11:04,0,1,Life as a Market-Maker ,,in,1
1832,1833,12/22/2016 10:56,0,0,Activist investor Counsel Portfolio Services Inc. just decreased their stake in by 12 - ,,en,1
1833,1834,12/22/2016 6:09,0,0,"Agriculture Markets Report - Wednesday, Dec. 21 ",,en,1
1835,1836,12/22/2016 0:09,0,0,"Agriculture Markets Report - Wednesday, Dec. 21 ",,en,1
1836,1837,12/21/2016 22:53,0,0,This stock trader is in it 2 win it - he wants U right along with him FREE TRIAL !! ,,en,1
1837,1838,12/21/2016 21:46,0,0,"Like soybeans reviewed recently, drooped. Interestingly, testing uptrend line, monthly pivot, & Fib arc. Hold or ",,en,1
1838,1839,12/21/2016 17:41,1,0,"Markets Report - Wednesday, Dec. 21 ",,en,1
1839,1840,12/21/2016 15:11,1,0,"CHICAGO cierre diurno 0,55 369,88 -1,18 147,34 -1,38 146,78 Reuters",,en,1
1840,1841,12/21/2016 15:09,0,0,How are performing v sectors? positioning ,,en,1
1841,1842,12/21/2016 12:33,0,0,Mel Schnell- What a Name! ,,en,1
1842,1843,12/21/2016 12:26,0,0,Jason Bonds Millionaire Roadmap trading mentoring program sign up for details!! ,,en,1
1843,1844,12/21/2016 10:06,0,0,Activist investor Counsel Portfolio Services Inc. just decreased their stake in by 19 - ,,en,1
1844,1845,12/21/2016 6:09,0,0,"Agriculture Markets Report - Tuesday, Dec. 20 ",,en,1
1845,1846,12/21/2016 0:09,0,0,"Agriculture Markets Report - Tuesday, Dec. 20 ",,en,1
1846,1847,12/20/2016 17:51,0,0,"Report - Tuesday, Dec. 20 ",,en,1
1847,1848,12/20/2016 15:32,0,0,How are performing v sectors? positioning ,,en,1
1848,1849,12/20/2016 14:39,1,1,"Mejores precipitaciones en Arg potencian bajas en soja local y CBOT 369,33 137,89 -0,64 ",,es,1
1849,1850,12/20/2016 12:37,0,1,The Next Great Bull Market In Grains Will Come And Now Is The Time To Prepare ,,en,1
1850,1851,12/20/2016 12:29,0,0,The Next Great Bull Market In Grains Will Come And Now Is The Time To Prepare ,,en,1
1851,1852,12/20/2016 12:29,1,4,The Next Great Bull Market In Grains Will Come And Now Is The Time To Prepare ,,en,1
1852,1853,12/20/2016 12:11,0,0,Ralph Mizrahi ,,ht,1
1853,1854,12/20/2016 8:26,4,0,Corn futures seasonality chart by MarcusLudtke. Read his latest blog here - ,,en,1
1854,1855,12/20/2016 6:39,0,1,"Agriculture Markets - Monday, Dec. 19 ",,en,1
1855,1856,12/20/2016 0:39,0,0,"Agriculture Markets - Monday, Dec. 19 ",,en,1
1856,1857,12/19/2016 22:32,4,15,Love Soft Commodities but best trade is buying April calls for 25 cents for 1000 ,,en,1
1857,1858,12/19/2016 17:46,0,0,"Markets - Monday, Dec. 19 ",,en,1
1858,1859,12/19/2016 17:16,0,0,How are performing v sectors? positioning ,,en,1
1859,1860,12/19/2016 15:52,3,5,My latest is up on seeitmarket - US Corn Weekly Price Outlook ,,en,1
1860,1861,12/19/2016 15:28,0,0,Learning a winning stock trading strategy is EASY with Tim Sykes ,,en,1
1862,1863,12/19/2016 14:11,0,0,"COT Report: The Money Managers Slowed Down Oil Purchases And Gold Sales, Were Practically I... ",,en,1
1863,1864,12/19/2016 14:00,0,0,"COT Report: The Money Managers Slowed Down Oil Purchases And Gold Sales, Were Practically I... ",,en,1
1864,1865,12/19/2016 14:00,0,0,"COT Report: The Money Managers Slowed Down Oil Purchases And Gold Sales, Were Practically I... ",,en,1
1865,1866,12/19/2016 11:41,0,0,Christopher Wilson ,,en,1
1866,1867,12/19/2016 11:38,11,5,NEW Blog - U.S. Corn Futures Weekly Price Outlook by MarcusLudtke ,,en,1
1867,1868,12/18/2016 8:39,0,0,This stock trader is in it 2 win it - he wants U right along with him FREE TRIAL !! ,,en,1
1868,1869,12/17/2016 23:04,0,0,Jason Bonds Millionaire Roadmap trading mentoring program sign up for details!! ,,en,1
1869,1870,12/17/2016 19:33,0,0,Learning a winning stock trading strategy is EASY with Tim Sykes ,,en,1
1870,1871,12/17/2016 16:06,2,15,remains bullish. [see notes] price objective ,,en,1
1872,1873,12/17/2016 3:39,0,0,US Ethanol and DDG Update ,,en,1
1873,1874,12/16/2016 21:39,0,0,US Ethanol and DDG Update ,,en,1
1874,1875,12/16/2016 16:53,0,1,"Recap of the week for December 16, 2016 ",,en,1
1875,1876,12/16/2016 16:50,0,0,Intra-Departmental War ,,in,1
1876,1877,12/16/2016 15:14,1,0,"CHICAGO cierre diurno 2,85 390,82 0,30 140,65 0,64 151,00 Reuters",,en,1
1877,1878,12/16/2016 15:07,0,0,US Ethanol and DDG Update ,,en,1
1878,1879,12/16/2016 9:41,1,0,"CHICAGO apertura diurno 1,19 379,25 0,69 141,04 -0,64 149,72 Reuters",,en,1
1879,1880,12/16/2016 6:32,0,0,U.S. challenges China's grain import quotas at WTO ,,en,1
1880,1881,12/16/2016 6:09,0,0,"Agriculture Markets - Thursday, Dec. 15 ",,en,1
1881,1882,12/16/2016 4:08,0,0,MarketCurrents: U.S. challenges China's grain import quotas at WTO ,,en,2
1882,1883,12/16/2016 3:59,0,0,U.S. challenges China's grain import quotas at WTO ,,en,1
1883,1884,12/16/2016 3:58,0,0,U.S. challenges China's grain import quotas at WTO ,,en,1
1884,1885,12/16/2016 3:58,0,0,U.S. challenges China's grain import quotas at WTO ,,en,1
1885,1886,12/16/2016 0:09,0,0,"Agriculture Markets - Thursday, Dec. 15 ",,en,1
1886,1887,12/15/2016 23:14,0,2,Corn Is More Positive Than It Seems ,,tl,1
1887,1888,12/15/2016 20:38,1,3,isn't moving in lockstep with soybeans but has a generally bullish path too. Projections include & ,,en,1
1888,1889,12/15/2016 20:06,0,0,Corn Is More Positive Than It Seems ,,tl,1
1889,1890,12/15/2016 20:06,0,0,Corn Is More Positive Than It Seems ,,tl,1
1890,1891,12/15/2016 17:49,0,1,Corn Futures: Is A Bottom Taking Shape? blog by MarcusLudtke by via c0nvey,,en,1
1891,1892,12/15/2016 17:29,0,0,"Markets - Thursday, Dec. 15 ",,en,1
1892,1893,12/15/2016 14:55,1,0,"CHICAGO cierre diurno 1,93 378,05 -2,17 140,35 -3,21 150,36 ",,en,1
1893,1894,12/15/2016 14:52,0,0,Figured would generally align with soybeans upward path... it's off today tho still support; just keep eye on it. ,,en,1
1894,1895,12/15/2016 12:20,0,0,I beat 98 of people trading ranking Wicked hella good! The Trading Game: ,,en,1
1895,1896,12/15/2016 11:59,0,0,Sid Gold My Trading Mentor ,,in,1
1896,1897,12/15/2016 10:19,0,0,"US$ skyrockets last 2 days, but the 2 day net-px chng for won't go down. hmmmmm.... ",,en,1
1897,1898,12/15/2016 9:43,1,0,"CHICAGO apertura diurno -0,64 375,48 -0,39 142,13 -1,47 152,10 Reuters",,en,1
1898,1899,12/15/2016 6:09,0,0,"Agriculture Markets - Wednesday, Dec. 14 ",,en,1
1899,1900,12/15/2016 3:03,0,0,Jason Bonds Millionaire Roadmap trading mentoring program sign up for details!! ,,en,1
1900,1901,12/15/2016 1:19,0,0,"CORN calling it bottom , 2 yr bottom , ready to reverse up ? ",,en,1
1901,1902,12/15/2016 1:13,9,1,Corn Futures: Is A Bottom Taking Shape? blog by MarcusLudtke ,,en,1
1902,1903,12/15/2016 0:09,0,0,"Agriculture Markets - Wednesday, Dec. 14 ",,en,1
1903,1904,12/14/2016 19:07,0,0,MONTHLY Free Publication research ,,en,1
1904,1905,12/14/2016 17:19,0,0,"Markets - Wednesday, Dec. 14 ",,en,1
1905,1906,12/14/2016 15:03,1,0,"CHICAGO cierre diurno -1,56 376,13 -1,77 138,48 -2,39 143,84 ",,en,1
1906,1907,12/14/2016 12:13,0,0,The King of Wall Street ,,en,1
1907,1908,12/14/2016 9:42,2,1,"CHICAGO apertura diurno -1,10 376,59 -0,69 139,57 0,00 146,23 Reuters",,en,1
1908,1909,12/14/2016 9:01,0,0,Considerations For 2017 ,,en,1
1909,1910,12/14/2016 5:09,0,0,"Agriculture Markets - Tuesday, Dec. 13 ",,en,1
1910,1911,12/14/2016 4:58,0,0,Jason Bonds Millionaire Roadmap trading mentoring program sign up for details!! ,,en,1
1911,1912,12/14/2016 2:31,0,0,Considerations For 2017 ,,en,1
1912,1913,12/14/2016 2:31,0,0,Considerations For 2017 ,,en,1
1913,1914,12/13/2016 23:09,0,0,"Agriculture Markets - Tuesday, Dec. 13 ",,en,1
1914,1915,12/13/2016 21:55,0,4,Here is an Trade to pick a Bottom. Soft Commodities will pop with inflation ,,en,1
1915,1916,12/13/2016 17:32,0,0,"Markets - Tuesday, Dec. 13 ",,en,1
1916,1917,12/13/2016 15:10,1,0,"CHICAGO cierre diurno -1,29 377,50 0,89 140,45 -1,19 146,23 Reuters",,en,1
1917,1918,12/13/2016 13:58,0,2,DLY : les prix et la LS sont techniquement haussiers à confirmer par cassure des derniers points hauts et de la trendline. ,,fr,1
1918,1919,12/13/2016 13:39,1,1,Post-December USDA Report ,,en,1
1919,1920,12/13/2016 13:00,0,0,"up about a percent, ~ I'm leaning that soybeans will follow suit though hasn't ",,en,2
1920,1921,12/13/2016 12:47,0,0,This stock trader is in it 2 win it - he wants U right along with him FREE TRIAL !! ,,en,1
1921,1922,12/13/2016 12:12,0,0,Day One As a Junior Options Trader ,,en,1
1922,1923,12/13/2016 11:24,0,0,trading near a key point of resistance. ,,en,1
1923,1924,12/13/2016 10:37,0,1,On also this good review of the fundamentals by MarcusLudtke . ,,en,1
1924,1925,12/13/2016 10:36,1,3,"Is trying to start an uptrend? Seasonals are supportive. Have a small position, but not anticipating big upside. ",,en,1
1925,1926,12/13/2016 9:48,1,0,"CHICAGO apertura diurno 1,65 380,44 0,00 139,57 -0,28 147,05 Reuters",,en,1
1926,1927,12/13/2016 8:12,3,1,Is A Bottom Forming In Corn Futures? Weekly Update - blog by MarcusLudtke ,,en,1
1927,1928,12/13/2016 7:39,0,0,Post-December USDA Report ,,en,1
1928,1929,12/13/2016 1:11,0,0,Post-December USDA Report ,,en,1
1929,1930,12/12/2016 18:47,0,0,MONTHLY Free Publication research ,,en,1
1930,1931,12/12/2016 16:42,0,0,Jason Bonds Millionaire Roadmap trading mentoring program sign up for details!! ,,en,1
1931,1932,12/12/2016 14:55,2,0,"CHICAGO cierre diurno -2,39 378,79 0,79 139,47 0,37 147,42 Reuters",,en,1
1932,1933,12/12/2016 12:54,0,0,Learning a winning stock trading strategy is EASY with Tim Sykes ,,en,1
1933,1934,12/12/2016 12:03,12,7,NEW Blog - Corn Futures Weekly Outlook: Is A Bottom Forming? by MarcusLudtke ,,en,1
1934,1935,12/12/2016 9:54,0,0,This stock trader is in it 2 win it - he wants U right along with him FREE TRIAL !! ,,en,1
1935,1936,12/12/2016 9:41,1,0,"CHICAGO apertura diurno -1,10 380,08 -0,10 138,68 0,00 147,05 Reuters",,en,1
1936,1937,12/12/2016 9:11,1,0,Our reports are free What see ,,en,2
1937,1938,12/12/2016 3:00,0,0,"Grain ETN gained 0.68 2.40 last week, regard 20-dMA; Short-term momentum trending up. ",,en,1
1938,1939,12/10/2016 18:36,1,0,Our reports are free What see ,,en,3
1939,1940,12/10/2016 3:37,0,0,Jason Bonds Millionaire Roadmap trading mentoring program sign up for details!! ,,en,1
1940,1941,12/9/2016 19:43,0,0,MONTHLY Free Publication research ,,en,1
1941,1942,12/9/2016 16:46,0,0,Platinum Group Metals and Coin Trading ,,en,1
1942,1943,12/9/2016 16:24,0,0,"Recap of the week for December 9, 2016 ",,en,1
1943,1944,12/9/2016 10:09,0,0,"Agriculture Markets - Thursday, December 8 Also ",,en,1
1944,1945,12/9/2016 4:09,0,0,"Agriculture Markets - Thursday, December 8 Also ",,en,1
1945,1946,12/8/2016 21:25,0,0,"Agriculture Markets - Thursday, December 8 Also ",,en,1
1946,1947,12/8/2016 19:58,0,0,Our reports are free What see ,,en,2
1947,1948,12/8/2016 17:47,0,0,Learning a winning stock trading strategy is EASY with Tim Sykes ,,en,1
1948,1949,12/8/2016 16:01,0,0,MONTHLY Free Publication research ,,en,1
1949,1950,12/8/2016 12:11,0,0,The Silver Business ,,in,1
1950,1951,12/7/2016 21:03,0,1,"Still enjoying weekly's arc. I like even more, so added a couple to it also tho the structure's ",,en,2
1951,1952,12/7/2016 18:43,0,0,Jason Bonds Millionaire Roadmap trading mentoring program sign up for details!! ,,en,1
1952,1953,12/7/2016 18:26,0,0,This stock trader is in it 2 win it - he wants U right along with him FREE TRIAL !! ,,en,2
1953,1954,12/7/2016 17:17,1,1,Our reports are free What see ,,en,2
1955,1956,12/7/2016 14:27,0,0,MONTHLY Free Publication research ,,en,1
1956,1957,12/7/2016 5:39,0,0,"Agriculture Markets - Tuesday, Dec. 6 ",,en,1
1957,1958,12/6/2016 23:39,0,0,"Agriculture Markets - Tuesday, Dec. 6 ",,en,1
1958,1959,12/6/2016 19:13,0,0,MONTHLY Free Publication research ,,en,1
1959,1960,12/6/2016 16:51,0,0,"Markets - Tuesday, Dec. 6 ",,en,1
1960,1961,12/6/2016 15:48,0,0,Learning a winning stock trading strategy is EASY with Tim Sykes ,,en,1
1961,1962,12/6/2016 14:56,3,1,"Buenos datos de demanda dan firmeza a la soja en EEUU 384,94 138,19 0,09 143,10 ",,es,1
1962,1963,12/6/2016 13:25,5,1,Corn Futures Update: December Could Provide Bullish Base For Prices - blog by MarcusLudtke ,,en,1
1965,1966,12/6/2016 5:39,0,0,"Agriculture Markets - Monday, December 5 ",,en,1
1966,1967,12/5/2016 23:39,0,0,"Agriculture Markets - Monday, December 5 ",,en,1
1967,1968,12/5/2016 20:13,1,14,Get ready to get long if you already haven't. updated: ,,en,1
1968,1969,12/5/2016 17:05,0,0,"Markets - Monday, December 5 ",,en,1
1969,1970,12/5/2016 15:46,0,0,"COT Report: Gold, Wheat And Corn Markets Are Losing Liquidity ",,en,1
1970,1971,12/5/2016 15:46,0,0,"COT Report: Gold, Wheat And Corn Markets Are Losing Liquidity ",,en,1
1971,1972,12/5/2016 14:43,15,8,NEW Blog - U.S. Corn Weekly Price Outlook: Patience Required by MarcusLudtke ,,en,1
1973,1974,12/5/2016 13:02,1,1,current situation ,,en,2
1974,1975,12/5/2016 12:39,0,0,The Shocker ,,in,1
1975,1976,12/5/2016 12:32,0,0,Consolidation in the Agricultural Sector ,,en,1
1976,1977,12/5/2016 11:04,0,1,Market Overview has been sent out. ,,en,1
1978,1979,12/5/2016 10:27,0,0,Activist investor Counsel Portfolio Services Inc. just increased their stake in by 56 - ,,en,1
1979,1980,12/5/2016 9:55,3,1,"CHICAGO apertura diurno 7,62 385,13 3,35 136,22 2,39 144,76 Reuters",,en,1
1980,1981,12/5/2016 8:43,1,0,Our reports are free What see ,,en,3
1981,1982,12/5/2016 6:26,1,0,It Will Not Be Long Before The New Agricultural Commodity Trades On The Futures Market ,,en,1
1982,1983,12/5/2016 6:23,0,0,"Grain ETN lost 0.90 3.08 last week, fell below 20-dMA; S/T momentum indicators trending down ",,en,0
1983,1984,12/5/2016 6:00,0,0,It Will Not Be Long Before The New Agricultural Commodity Trades On The Futures Market ,,en,1
1984,1985,12/5/2016 6:00,0,0,It Will Not Be Long Before The New Agricultural Commodity Trades On The Futures Market ,,en,1
1985,1986,12/4/2016 21:48,0,0,Jason Bonds Millionaire Roadmap trading mentoring program sign up for details!! ,,en,1
1986,1987,12/4/2016 10:42,0,0,3 ETFs That Will Get You TRUE Portfolio Diversification investorplace ,,en,1
1987,1988,12/4/2016 2:48,0,0,Learning a winning stock trading strategy is EASY with Tim Sykes ,,en,1
1988,1989,12/3/2016 23:13,1,2,"Agreed, NOAA verdict & broke dn, after bldg value on the lows. So is saying? - ",,en,1
1989,1990,12/3/2016 6:09,0,0,"Agriculture Markets Report - Friday, December 2 ",,en,1
1990,1991,12/3/2016 5:09,0,0,5 Secret Santa ETFs & Stocks for Your Portfolio ,,en,1
1991,1992,12/3/2016 4:05,0,0,This stock trader is in it 2 win it - he wants U right along with him FREE TRIAL !! ,,en,1
1992,1993,12/3/2016 0:09,0,0,"Agriculture Markets Report - Friday, December 2 ",,en,1
1993,1994,12/2/2016 23:09,0,0,5 Secret Santa ETFs & Stocks for Your Portfolio ,,en,1
1994,1995,12/2/2016 17:15,0,0,"Markets Report - Friday, December 2 ",,en,1
1995,1996,12/2/2016 16:43,0,0,"Recap of the week for December 2, 2016 ",,en,1
1996,1997,12/2/2016 16:15,0,1,5 Secret Santa & for Your Portfolio ,,en,1
1999,2000,12/2/2016 5:39,0,0,"Agriculture Markets Report - Thursday, December 1 ",,en,1
2000,2001,12/2/2016 5:06,0,1, Teucrium Corn Fund Correlation Histogram Share Database Information is provided “,,en,1
2001,2002,12/1/2016 23:39,0,0,"Agriculture Markets Report - Thursday, December 1 ",,en,1
2002,2003,12/1/2016 23:37,0,0,Jason Bonds Millionaire Roadmap trading mentoring program sign up for details!! ,,en,2
2003,2004,12/1/2016 16:55,0,0,"Report - Thursday, December 1 ",,en,1
2004,2005,12/1/2016 14:55,0,0,"Reporte semanal de exportaciones de EEUU levemente bajista para maíz 379,25 130,71 -3,77 ",,es,1
2005,2006,12/1/2016 14:38,0,0,The Seeking Alpha Real-Time App for iPhone and Android . ,,en,1
2006,2007,12/1/2016 14:24,0,0,3 ETFs That Will Get You TRUE Portfolio Diversification: ,,en,1
2007,2008,12/1/2016 13:15,1,1,The Strong Dollar Weighs On Soft Commodities ,,en,1
2008,2009,12/1/2016 12:44,0,0,The Strong Dollar Weighs On Soft Commodities ,,en,1
2009,2010,12/1/2016 11:56,0,0,MarketCurrents: Wheat leads continued skid in grains ,,en,1
2010,2011,12/1/2016 11:55,0,0,Wheat leads continued skid in grains ,,en,1
2011,2012,12/1/2016 11:52,0,0,Wheat leads continued skid in grains ,,en,1
2012,2013,12/1/2016 11:52,0,0,Wheat leads continued skid in grains ,,en,1
2013,2014,12/1/2016 11:45,0,0,Soybean Strength Into South American Growing Season ,,en,1
2014,2015,12/1/2016 11:29,0,0,The Strong Dollar Weighs On Soft Commodities ,,en,1
2015,2016,12/1/2016 11:29,0,0,The Strong Dollar Weighs On Soft Commodities ,,en,1
2016,2017,12/1/2016 11:25,0,0,Fear and Loathing of Salomon- A New Era ,,en,1
2017,2018,12/1/2016 5:39,0,0,"Agriculture Markets Report - Wednesday, November 30 ",,en,1
2018,2019,11/30/2016 23:39,0,0,"Agriculture Markets Report - Wednesday, November 30 ",,en,1
2019,2020,11/30/2016 16:46,0,0,"Markets Report - Wednesday, November 30 ",,en,1
2020,2021,11/30/2016 14:36,1,0,"CHICAGO cierre diurno -3,77 379,25 0,00 132,58 -1,29 139,80 Reuters",,en,1
2021,2022,11/30/2016 12:37,0,0,Salomon On The Scene ,,in,1
2022,2023,11/30/2016 9:58,2,0,"CHICAGO apertura diurno -0,18 382,83 1,57 134,15 2,30 143,38 Reuters",,en,1
2023,2024,11/30/2016 8:58,1,0,Our reports are free What see ,,en,2
2024,2025,11/30/2016 6:39,1,1,5 Agricultural ETFs Upgraded to Buys Also ,,en,1
2025,2026,11/30/2016 5:43,0,0,Jason Bonds Millionaire Roadmap trading mentoring program sign up for details!! ,,en,1
2026,2027,11/30/2016 5:39,0,0,"Agriculture Markets Report - Tuesday, November 29 ",,en,1
2027,2028,11/30/2016 0:39,0,0,5 Agricultural ETFs Upgraded to Buys Also ,,en,1
2028,2029,11/29/2016 23:39,0,0,"Agriculture Markets Report - Tuesday, November 29 ",,en,1
2029,2030,11/29/2016 17:47,1,0,5 Upgraded to Buys Also ,,en,1
2030,2031,11/29/2016 16:41,0,0,"Markets Report - Tuesday, November 29 ",,en,1
2031,2032,11/29/2016 16:02,0,0,This stock trader is in it 2 win it - he wants U right along with him FREE TRIAL !! ,,en,1
2032,2033,11/29/2016 14:53,1,1,"Toma de ganancias provocan cierre bajista en Chicago -4,96 383,01 -4,63 132,58 -2,02 141,08 ",,es,1
2034,2035,11/29/2016 11:43,0,0,Two Ton Tony ,,in,1
2036,2037,11/29/2016 9:32,1,0,"CHICAGO apertura diurno -5,05 382,56 -1,67 135,53 -2,39 140,71 Reuters",,en,1
2037,2038,11/29/2016 5:39,0,0,"Agriculture Markets Report - Monday, November 28 ",,en,1
2038,2039,11/28/2016 23:40,0,0,"Agriculture Markets Report - Monday, November 28 ",,en,1
2039,2040,11/28/2016 19:56,0,0,I like soybeans and but both stalled & could consolidate before continuation. Overall I'm still leaning bullish esp. ,,en,1
2040,2041,11/28/2016 16:54,0,0,"Markets Report - Monday, November 28 ",,en,1
2041,2042,11/28/2016 14:59,0,0,ETF above 10wma looking to test this downtrend line. Target is 19.90 - 21 22 extended if it shows nice strength ,,en,1
2042,2043,11/28/2016 12:51,0,0,Recent technical alerts: NR7 plus 2 more alerts... ,,en,1
2043,2044,11/28/2016 12:33,0,0,The MBA Jumps Ahead ,,in,1
2044,2045,11/28/2016 12:16,0,0,The Trump Rally- Divergence Rules ,,en,1
2045,2046,11/28/2016 12:10,0,0,King Dollar And Commodity Prices ,,en,1
2046,2047,11/28/2016 10:40,1,0,showing improvement v watching carefully ,,en,1
2047,2048,11/28/2016 10:28,0,0,Learning a winning stock trading strategy is EASY with Tim Sykes ,,en,1
2048,2049,11/28/2016 8:52,5,5,U.S. Corn Weekly Price Outlook: The Ethanol Factor - blog by MarcusLudtke ,,en,1
2049,2050,11/28/2016 7:23,0,1,"Grain ETN gained 0.64 2.24 last week, regained 20-dMA; S/T momentum indicators trending up. ",,en,1
2050,2051,11/27/2016 23:50,11,4,NEW Blog - U.S. Corn Weekly Review & Price Outlook by MarcusLudtke ,,en,1
2051,2052,11/27/2016 19:52,1,0,MONTHLY Free Publication research ,,en,1
2052,2053,11/27/2016 18:41,0,0,This stock trader is in it 2 win it - he wants U right along with him FREE TRIAL !! ,,en,1
2053,2054,11/27/2016 14:25,0,0,Trending Now 11/27/2016 If you follow CORN Share your opinions here Go here: ---- ,,en,1
2054,2055,11/27/2016 12:59,0,1,showing improvement v watching carefully ,,en,1
2055,2056,11/27/2016 9:49,0,0,Jason Bonds Millionaire Roadmap trading mentoring program sign up for details!! ,,en,1
2056,2057,11/27/2016 8:45,0,0,"First Published on 10/27/2016 by | Zimbabwean Scientists Unveil Maize Seeds Resistant to Heat, Drought ",,en,1
2057,2058,11/27/2016 5:36,0,0,Recommendation for with UB rating - 2.45 out of 5. ,,en,1
2058,2059,11/26/2016 19:48,2,0,showing improvement v watching carefully ,,en,1
2059,2060,11/26/2016 14:56,0,0,MONTHLY Free Publication research ,,en,1
2060,2061,11/26/2016 14:45,0,0,"First Published on 10/27/2016 by | Zimbabwean Scientists Unveil Maize Seeds Resistant to Heat, Drought ",,en,1
2061,2062,11/26/2016 14:09,0,0,,,pt,1
2062,2063,11/26/2016 6:09,0,0,"Agriculture Markets Report - Friday, Nov. 25 ",,en,1
2063,2064,11/26/2016 2:35,0,0,"First Published on 10/27/2016 by | Zimbabwean Scientists Unveil Maize Seeds Resistant to Heat, Drought ",,en,1
2064,2065,11/26/2016 0:42,0,0,This stock trader is in it 2 win it - he wants U right along with him FREE TRIAL !! ,,en,1
2065,2066,11/26/2016 0:09,0,0,"Agriculture Markets Report - Friday, Nov. 25 ",,en,1
2066,2067,11/25/2016 19:48,0,0,showing improvement v watching carefully ,,en,1
2067,2068,11/25/2016 17:16,0,0,"Agriculture Markets Report - Friday, Nov. 25 ",,en,1
2068,2069,11/25/2016 15:40,0,0,"Recap of the week for November 25, 2016 ",,en,1
2069,2070,11/25/2016 14:17,1,0,"Demanda externa da firmeza a los precios en complejo sojero EEUU 4,32 384,30 -0,59 137,70 -2,11 ",,es,1
2070,2071,11/25/2016 12:43,0,0,Looking To Stand Out ,,en,2
2071,2072,11/25/2016 12:23,0,0,Learning a winning stock trading strategy is EASY with Tim Sykes ,,en,1
2072,2073,11/25/2016 9:44,1,0,"CHICAGO apertura diurno -0,37 379,62 -0,20 137,89 0,00 147,51 Reuters",,en,1
2073,2074,11/25/2016 9:13,0,0,Jason Bonds Millionaire Roadmap trading mentoring program sign up for details!! ,,en,1
2074,2075,11/24/2016 19:49,0,0,Jason Bonds Millionaire Roadmap trading mentoring program sign up for details!! ,,en,1
2075,2076,11/23/2016 18:04,0,0,Trending Now 11/23/2016 If you follow CORN Check out this site! Go here: ---- ,,en,1
2076,2077,11/23/2016 17:59,0,0,2009 - ,,nl,1
2077,2078,11/23/2016 17:24,0,0,"Markets Report - Wednesday, Nov. 23 ",,en,1
2078,2079,11/23/2016 16:30,0,0,"Markets Report - Monday, Nov. 23 ",,en,1
2079,2080,11/23/2016 15:47,1,2,"CHICAGO cierre diurno 1,56 379,98 -0,10 138,09 -2,11 147,42 Reuters",,en,1
2080,2081,11/23/2016 13:01,0,0,MarketCurrents: Dollar and trade are issues as SocGen cuts grain price forecasts ,,en,1
2081,2082,11/23/2016 13:00,0,0,Dollar and trade are issues as SocGen cuts grain price forecasts ,,en,1
2082,2083,11/23/2016 12:59,0,0,Dollar and trade are issues as SocGen cuts grain price forecasts ,,en,1
2083,2084,11/23/2016 12:20,0,0,Fishing Sends My Friend to the Big Leagues ,,en,1
2084,2085,11/23/2016 12:16,0,0,How Do Crop Reports Affect Grain Prices? ,,en,1
2085,2086,11/23/2016 12:06,0,0,Grains Drifting But Not Falling- A Happy Thanksgiving Harvest in 2016 ,,en,1
2086,2087,11/23/2016 9:43,1,0,"CHICAGO apertura diurno -3,67 374,75 -1,18 137,01 -3,03 146,59 ",,en,1
2087,2088,11/23/2016 6:19,0,0,Grains Drifting But Not Falling - A Happy Thanksgiving Harvest In 2016 ,,en,1
2088,2089,11/23/2016 6:19,0,0,Grains Drifting But Not Falling - A Happy Thanksgiving Harvest In 2016 ,,en,1
2089,2090,11/23/2016 6:09,0,0,Jason Bonds Millionaire Roadmap trading mentoring program sign up for details!! ,,en,1
2090,2091,11/22/2016 21:13,0,0,"South America's Soybean Crop Prospects Update -- Tuesday, November 22 ",,en,1
2091,2092,11/22/2016 12:50,0,0,Learning a winning stock trading strategy is EASY with Tim Sykes ,,en,1
2092,2093,11/22/2016 11:57,0,0,Computerization Takes Too Long ,,in,1
2093,2094,11/22/2016 10:24,0,0,COT Report: Money Managers Expect Oil Volatility And A Decrease In Prices Of Main Agricultu... ,,en,1
2094,2095,11/22/2016 10:05,1,0,COT Report: Money Managers Expect Oil Volatility And A Decrease In Prices Of Main Agricultu... ,,en,1
2095,2096,11/22/2016 9:56,0,0,How do see in the coming months? Free report at ,,en,1
2096,2097,11/22/2016 9:49,1,0,"CHICAGO apertura diurno 0,18 375,02 -0,20 137,50 0,18 150,91 ",,en,1
2097,2098,11/22/2016 9:46,0,0,COT Report: Money Managers Expect Oil Volatility And A Decrease In Prices Of Main Agricultu... ,,en,1
2098,2099,11/22/2016 9:46,0,1,COT Report: Money Managers Expect Oil Volatility And A Decrease In Prices Of Main Agricultu... ,,en,1
2099,2100,11/21/2016 21:21,0,0,This stock trader is in it 2 win it - he wants U right along with him FREE TRIAL !! ,,en,1
2100,2101,11/21/2016 19:44,0,1,"looks like a short at this leves is the next smart thing to do, but with a stop over 362/364 close. ",,en,1
2101,2102,11/21/2016 17:02,0,0,So far so good with soybeans and so just looking for the recent swing lows to hold ,,en,3
2102,2103,11/21/2016 16:33,1,0,"Agriculture Markets Report - Monday, November 21 ",,en,1
2103,2104,11/21/2016 16:32,1,0,"Markets Report - Monday, November 21 ",,en,1
2104,2105,11/21/2016 16:30,1,1,agriculture ETF w/ rebound potential ,,en,1
